body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
"It is good to highlight this issue & signpost to help , but there is also a need to look at the reasons why people need to borrow from these lenders  incomes are too low on social security/in low paid work  tackle this & you help eradicate the need for this lending ,",Poor Pay,4.196485707,2.992244175,-0.008349818,neutral,"Jun 17, 2021",Reposts,0,0,0,0,Unknown,1457
", , , Not about science it's scheme enable corporates continue exploitation.10% global emissions caused fast fashion synthetics & cotton really bad too destroyed Aral sea & food source. Then WEF PR companies & WWF greenwash. I pay UK seamstress £25 hr corporates exploit labour ? ,",State Pension,1.318853056,4.933343734,-1.665828129,negative,"May 24, 2021",Replies,0,0,0,0,Unknown,1313
"Poor old mick has lost it his jag has lost the edge pushing experimental vaccines proves he is standing on the ledge wild horses wouldn't drag him to a freedom protest true but who with any brain cells would pay to watch a shrew ... ,",Poor Pay,2.132700223,4.352636026,-1.059966348,negative,"Sep 26, 2021",Reposts,0,0,0,0,Male,1309
", NHS has many lower paid staff who do not earn a fantastic wage. Next time you visit a hospital, look beyond nurses and doctors. See the staff that really make the place tick. Without them, NHS would fall apart. Did you applaud them in the summer? And now you attack them.",Public Sector Pay,2.396274244,2.564780721,-0.414531444,negative,"Dec 1, 2020",Replies,0,0,0,0,Unknown,1193
", , Question Time audience member refusing to accept £80,000 salary means he is in top 5% of earners. And his lower paid family and friends agree.",Poor Pay,6.659245341,1.788857864,0.967855224,positive,"Feb 6, 2021",Replies,0,0,0,0,Male,1099
I think it’s fair to say that the pay rise offer is very disappointing to say the least but I feel I need to say it’s not just nurses and whilst I respect enormously the work they do all the support services play a huge part in keeping the hospital running as well,Poor Pay,3.0269297,1.60598027,0.287240885,neutral,"Mar 6, 2021",Reposts,0,0,0,0,Unknown,1082
", Poor UK standards of NHS employment means many nurses and Drs have poor English language skills, so document errors are inevitable, but clinical coding ""errors"" are more likely to be to meet targets, or to increase income. The coding errors, ultimately, benefit the govt.",State Pension,2.797657138,2.931919626,-0.393448631,negative,"Sep 17, 2021",Reposts,0,0,0,0,Unknown,1064
", The biggest insult is the Border force chief was given a pay rise for doing to crap job. While all the British tax payer will suffer for all this spending & keeping all these illegal migrants in luxury..",Job,3.354783942,5.277455326,-0.799630257,negative,"Aug 8, 2021",Reposts,0,0,0,0,Unknown,1021
", , Those on legacy benefits such Income Support & ESA etc never even got the uplift or any extra help, blame put on tech issues then they were ignored. It needs backdating for them. Plus get rid of the so called 'Bedroom tax' it's unfair & leaves many suffering hardships.",Income Tax,2.219748447,4.1302357,-0.967514189,negative,"Oct 6, 2021",Replies,0,0,0,0,Unknown,1018
", , The key reasons for these events are as follows... 1) lack of separation between politics and policing. bias on identity or characteristic too strong atm 2) poor recruitment, pay and selection processes. 3) poor choices based on poor training. We need strong people as police",Low Income Families,2.891547309,2.89635015,-0.348233206,negative,"May 22, 2021",Replies,0,0,0,0,Male,1005
"Radio scotland, naw radio WM sycophants! Why are they continuing with trying to take NS down? How much have these folk been paid to keep the NS baaad narrative going. I wish they got torn into gov in 🏴󠁧󠁢󠁥󠁮󠁧󠁿like this, but that would be asking for fairness, way too much to ask i think!",Government Support,2.765692463,1.99482945,-0.019841106,neutral,"Mar 4, 2021",Reposts,0,0,0,0,Unknown,972
", , , Solution; keep everybody on poverty wages 🙄 if companies want workers, they have to be attractive to work for, yes it's that simple. My dad and brother's wages have been increased by 15%, inflation hasn't risen by 15%; we had this nonsense in 97' on introduction of min wage.",House Prices,5.453477093,2.89635015,0.286228438,neutral,"Aug 8, 2021",Replies,0,0,0,0,Female,919
UGHbad outcome. Time for YET ANOTHER ROUND of calls to your senators. Senate shld slow down the whole infrastructurebill if crypto taxes are truly the only payfor that enables it all. Passing the original bill means pushing a big & fastgrowing industry overseasbad outcome,Income Tax,3.596987749,2.564780721,-0.008349818,neutral,"Aug 8, 2021",Reposts,0,0,0,0,Unknown,835
", , Truly disgusting that innocent people are paying these costs born out of corner cutting, poor regulation and flat out fraudulent activities.",House Prices,3.412320356,5.277455326,-0.78262511,negative,"Feb 24, 2021",Reposts,0,0,0,0,Unknown,801
"(this is why I can't share the outrage about how Amazon workers are treated. For some reason only Amazon gets outrage and it's *common* for lower waged jobs to be this shitty. Sure, better conditions are needed, but it's not Amazon that's the issue. It's late stage capitalism)",Poor Pay,3.354783942,3.47562018,-0.381959153,negative,"Aug 28, 2021",Replies,0,0,0,0,Female,790
"I hope all the low income black people that have diabetes and voted for Biden are happy about his insulin price increase. Heyyy...at least President Trump is not in office, though.",Low Income Families,4.92071002,1.846394278,0.633644544,positive,"Jan 23, 2021",Reposts,0,0,0,0,Unknown,651
", , , , Exactly. You can afford it. The poor in the UK will never afford it. Waiting tables in shut EU restaurants will pay zero. Oh, and I'd rather be served by a native, it isn't exactly culturally enriching chatting to an Irishman about italian cuisine. This is the problem.",Poor People,3.300854463,1.978447759,0.165295196,neutral,"Dec 13, 2020",Replies,0,0,0,0,Male,619
", Glad I gave up when they went up 5p in the budget around 1979 from 67p to 72p for 20. More from health perspective but yes, no wonder those on low incomes who drink and smoke struggle to put food on the table.",Mental Health,4.92071002,1.788857864,0.665301891,positive,"Oct 28, 2021",Replies,0,0,0,0,Unknown,530
"For every billion that Joe Manchin is trying to cut from the Build Back Better plan, there will be some lowwage workers, some families, and some children who are hurt. And, even though I’m Black, the truth is that the people he will hurt the most in raw numbers will be white.",Low Income Families,4.079623957,2.949704363,-0.022273723,neutral,"Oct 6, 2021",Reposts,0,0,0,0,Unknown,486
", Absolute joke of a segment once again. A total of £327 worth of products and thats just for the hair!!!! Can't believe you think we're all rich, Some of us have lost jobs and income and the constant expensive products make us feel poor. thismorning ,",Rich People,2.096739964,2.244183131,-0.414531444,negative,"Jun 30, 2021",Replies,4,0,0,4,Male,470
", , We are facing a sudden cliff edge market correction, following a 17 year gradual change to a economy based on massive supply of foreign labour. This created problems for uk working people poor pay and conditions. A business model wonderful to exploitive employers.not good.",Poor Pay,2.843600297,4.703048196,-0.849713482,negative,"Jul 15, 2021",Replies,0,0,0,0,Male,440
", , , I live in Germany, they have freedom of movement and generally higher wages, also worked in Austria where wages are much higher. Please don't pretend you care about the working conditions for the poor when you've clearly voted against that.",Poor Pay,6.28178567,1.318853056,1.21431823,positive,"Oct 3, 2021",Replies,0,0,0,0,Male,412
", Also, the ""wage growth"" he blurts out is a false measure. The reason the figure for the average wage has gone up is because so many people on low wages lost their jobs! No support from Johnson. Who apart from HGV drivers has had even inflation increase? ,",Poor Pay,1.538661899,6.046352344,-1.71511562,negative,"Oct 2, 2021",Replies,0,0,0,0,Male,407
"Another closure ATU, not safe not effective, abuse, restraint, seclusion , , A broken system of poor pay for staff, lack of training, lack of human kindness and human rights ! This angers us and things have to change !",Public Sector Pay,4.162028338,4.581512595,-0.442600258,negative,"Jul 22, 2021",Reposts,0,0,0,0,Female,399
"The British empire was the result of dutch Jews infiltrating the city of London after Cromwell communist revolution Crazy growth fuelled by the usurious production of infinite credit was payed off by the exploitation of British labour, & natural resource theft",Wage Growth,4.337320963,4.344525226,-0.348233206,negative,"Sep 21, 2021",Reposts,0,0,0,0,Unknown,363
", , Gary tries his hardest not to pay his tax like us poor people have to do, oh and he peddles unhealthy crisps to fat kids. The world is indeed a better place for two faced virtue signalling millionaires like him. 🙄",Poor People,4.054147561,2.244183131,0.244825262,neutral,"Oct 28, 2021",Replies,0,0,0,0,Female,359
", , , Yeah sorry, that was badly phrased.Nursing of course is a skilled, professional job and I didn't mean to imply otherwise They take advantage of nurses as they know people genuinely care about the patient and don't enter the service for the money, so the wages are unnaturally low",Job,2.798659065,2.150992707,-0.083362653,neutral,"Sep 28, 2021",Replies,0,0,0,0,Unknown,356
", If people feel so strongly about this, where does it end? Supporting a gov't to employ taxation against unrealised gains of assets sets an extremely poor precedent If they want fair taxation, the gov't should use inflation by itself printing money. That way everybody pays fairly",House Prices,4.804013674,1.472148581,0.836155207,positive,"Nov 6, 2021",Replies,0,0,0,0,Male,348
"like i always tip waiting staff even bad ones but i don’t feel obliged to because their wages are low, i do it because i know how hard the job is. in america you literally can’t go for a meal without being able to afford to pay the staffs wages too it’s so weird 🥴",Job,3.000776785,3.33200916,-0.45127788,negative,"Nov 6, 2021",Reposts,0,0,0,0,Unknown,339
", I've worked hard for 25 years now. My income will fall next year EVEN IF I get an inflationary pay rise (which hasn't happened in over a decade). My wife has had her payrise for next year already and, you've guessed it, below inflation. How does this budget support our family?",House Prices,4.196485707,4.44582645,-0.404291931,negative,"Oct 28, 2021",Replies,0,0,0,0,Male,325
", , , More like 20 to 30 years. A shock like Brexit to the UK economy takes decades to work through. Most of the old Tories that voted for Brexit will be dead by then and the poor working people of this country will have to pay for the mistakes. Not sure N.Ire. will survive it.",Low Income Families,3.68640845,4.064720513,-0.444265912,negative,"Sep 22, 2021",Replies,0,0,0,0,Male,299
", The problem with the scheme is its disproportionately unfair. Most on furlough now are shop staff and hospitality staff who earn mostly minimum wage as it is, knock that back to 80% and it’s even less.",Minimum Wage Increase,2.168660482,4.388596286,-1.051473326,negative,"Feb 8, 2021",Replies,0,0,0,0,Unknown,296
Haulage companies don't want to increase wages. Which is why they caused the fuel panic to put pressure on the Gov to allow cheap imports.,Poor Pay,2.307992848,4.780702206,-1.074782781,negative,"Sep 26, 2021",Reposts,0,0,0,0,Male,266
"Listen up ,! WE the people, ESPECIALLY those on the frontline in the pandemic, do not get £m contracts, donor bungs, expenses, guaranteed huge pay rises, and lucrative second jobs. WE will NOT tolerate pay freezes while the rich get richer. Repeat NOT. Resist",Pay Rises,5.501424105,1.843830656,0.746588111,positive,"Nov 20, 2020",Reposts,0,0,0,0,Male,261
", , , Your electric car does as much or more damage to the environment than an efficient ICE The only climate catastrophe is the one hitting the elderly on low fixed incomes, who can no longer afford to heat their homes as energy prices are raised through ‘green’ subsidies",Cost of Living,1.846394278,5.643657835,-1.463871299,negative,"Apr 20, 2021",Replies,0,0,0,0,Male,257
", TAX THE RICH! If someone can not afford to pay out more for NI how will they find money to pay a private insurance company? Will you people please get real!! Poor people are living in poverty with no way out. We are a rich country with food banks FFS! Again  TAX THE RICH!",Rich People,5.453477093,3.24946592,0.171189163,neutral,"Sep 15, 2021",Reposts,0,0,0,0,Female,256
", , Lost in real terms  undeniable that living standards have increased for the majority since 80s, but we have started seeing a steady decline in living standards over the past half decade as a result of poor wages, 0 hour jobs,public sector pay freezes alongside cuts to welfare",Public Sector Pay,4.337320963,4.488366262,-0.380805496,negative,"Dec 29, 2020",Replies,0,0,0,0,Unknown,251
", Absolutely right, and for this we need a care plan that includes prevention as much as fixing illhealth. But today's debate, wrongly or rightly, is about paying for it and NI rises are BungForBoomers and not a fair payment plan. This proposal undermines necessary reform",Social Care,3.738714281,2.5391461,0.040340343,neutral,"Sep 7, 2021",Replies,0,0,0,0,Unknown,218
", ..poor women forking out 14 dollars for pads. They don't even make 14 dollars an hour. If they make minimum wage, they have to work 2 hours to afford pads.",Minimum Wage Increase,4.615985696,5.531491969,-0.527505734,negative,"May 20, 2021",Reposts,0,0,0,0,Female,211
", I think this is the root of the problem, these people don’t want to actually help the poor. They are bitter about paying taxes and don’t want to live in a society where we have children sleeping in their own beds… they want an extra holiday fuck everyone else. Zero compassion!",Income Tax,3.635651396,1.962864775,0.26980968,neutral,"Oct 25, 2021",Replies,0,0,0,0,Female,187
", , There may be a significant collapse in the wage of HGV drivers, as well as the gas price, following supply increases. The question I suppose is whether that will occur before inflation expectations rise and a wageprice spiral sets in.",Poor Pay,4.196485707,2.944297162,0.007803714,neutral,"Oct 5, 2021",Replies,0,0,0,0,Unknown,158
", , , , , , , , , , , , , , , , , , , , , Irrelevant without considering the income of today's express train passengers. Because express services are merely moving to HS2. We gain many more local services, which according to you is what ""the poor"" need",Mental Health,2.478469122,3.728513508,-0.754942141,negative,"Nov 12, 2020",Replies,0,0,0,0,Unknown,157
"there’s a student at NYU who’s about to lose their housing and enrollment because they can’t afford it. they’re low income and food insecure, their mother just lost her job, and they’ve been homeless in the past. NYU is basically forcing them to drop out, and they need help.",Job,2.168660482,4.424556545,-1.05963396,negative,"Aug 25, 2021",Reposts,0,0,0,0,Male,151
", I’ll go through this, again, for the umpteen time then. I am a long standing customer who no longer wishes to pay your exorbitant prices when you do better deals for new customers. I also reject your £4 a month price increase. virginmedia RipOffBritain",Government Support,2.843600297,5.998405332,-1.092996287,negative,"Jan 14, 2021",Replies,0,0,0,0,Unknown,151
"This will only prolong the pain of this crisis, slow down recovery and Growth, which in turn shrinks Gov revenues over time. Plus, there is more to Consumption than paying for transport and snacks. Consumption is also paying bills and buying groceries.",Wage Growth,1.490714887,5.851461714,-1.714009291,negative,"Nov 12, 2020",Replies,0,0,0,0,Unknown,139
", Until they pay properly for isolate, poor peeps will not be able to stay at home. It will fail until they do this.",Government Support,4.148538695,4.750995208,-0.482171553,negative,"Feb 26, 2021",Replies,0,0,0,0,Female,124
", , I can't help noticing you completely ignored my points for detecting Toryidm. ""Extreme"" to detest the cause of child poverty, attacks on disabled, low income economy and English Nationalism that has resulted in a disastrous Brexit. To you that is ""extreme""? Wow.",Low Income Families,1.551054707,5.491836821,-1.61090121,negative,"Jul 29, 2021",Replies,0,0,0,0,Unknown,103
", , , , The graph shows that the lower the household income the lower the access to a car. Increased CCZ, ULEZ & other proposed charges will hit the poorest the hardest. Cars offer a form of freedom to escape the cities, especially for large families who can’t afford rail fares",Low Income Families,4.715506376,1.277755617,0.959177602,positive,"Apr 19, 2021",Replies,0,0,0,0,Unknown,96
", The fact is that she is deluded and dysfunctional because of her obsessive behaviour of breaking the union that I will never never happen trust me . People have no jobs , meal , income , home, homelessness has now increased , Mental illness /suicidal is up now , education and so",Poor Pay,2.437371683,3.769610947,-0.78262511,negative,"Mar 31, 2021",Replies,0,0,0,0,Unknown,94
"🚨Pay attention to scams at uniswap, especially with newly listed tokens. Bad actors are active again and are creating fake tokens. You can buy the coin, you can approve it, but you won’t be able to sell it. Remembering a couple points can help avoid falling for these scams:",Poor People,4.141353917,3.482108821,-0.173188916,neutral,"Oct 3, 2021",Reposts,0,0,0,0,Unknown,19
", , , , Fat America and its only a myth that America has better teeth.in America its fucking expensive to get your teeth taken care off.uk it's free if you cart pay.so Hollywood might have white teeth but 60% of Americans have bad teeth",Social Care,3.14736428,3.26244932,-0.382486462,negative,"Mar 31, 2021",Replies,0,0,0,0,Male,14
", , Crappy report on Sheikh Jarrah. No mention of the court case, the Supreme Court or Palestinans failutre to pay rent. And you cut off your interviewee when he tried to explain it was a Real Estate issue. Very very poor journalism. Tenant eviction isn’t a war crime. Utter nonsense.",Wage Growth,2.489123217,5.226407552,-1.088367213,negative,"May 20, 2021",Replies,0,0,0,0,Male,13
", , , , They’re some of the best players in the world on hundreds of thousands a week not a minimum wage worker surviving pay check to pay check. They can 100% afford to speak out and if they lose their jobs, they’re skilled enough to find another one easily. Poor comparison.",Minimum Wage Increase,5.176692396,1.153996424,1.154361659,positive,"Apr 19, 2021",Replies,0,0,0,0,Unknown,13
", , , , , Higher wages doesnt always help, places that pay minimum wage will potentially employ less people or put them on shorter hours, they won’t want to hit their bottom line, or prices increase to cover the difference",Minimum Wage Increase,4.193479927,2.765745984,0.069646937,neutral,"Dec 16, 2020",Replies,0,0,0,0,Male,9
", , , U’r right it won’t. Racist people will always be racist, but now they have a online platform to do it anonymously whilst paying lip service to ‘all lives matter’. If anything this increased racism shows how racist people really are and them trying to openly ‘justify’ it",Mental Health,2.974623869,3.165553474,-0.408783903,negative,"Dec 30, 2020",Replies,0,0,0,0,Unknown,6
", , ScotGov NHSStrike NHSPay it's disgusting that an NHS pay increase protestor is arrested and fines £10k esp when police turn a blind eye to wealthy footballers, their supporters and even team managers who condone it. So was this really about covid or support for Westminster?",Poor Pay,3.55589031,2.482585843,0.012731185,neutral,"Mar 7, 2021",Replies,0,0,0,0,Female,5
pretty little thing selling literal clothes for 5p and still being able to make a profit isn't funny it's a reminder that the industry constantly exploits BIPOC through unacceptable pay and poor conditions,Poor Pay,4.715506376,2.482585843,0.294982021,neutral,"Nov 28, 2020",Reposts,0,0,0,0,Unknown,4669
"New Justice Secretary Dominic Raab wants to repeal laws that protect working people from bad bosses and abolish the minimum wage for under21s. He wants to scrap workers' rights and ""doesn't believe in"" economic and social rights. The Tories are not the party of working people.",Minimum Wage Increase,5.140732137,2.208222872,0.498433856,positive,"Sep 15, 2021",Reposts,0,0,0,0,Unknown,8567
"Teachers across the UK face attacks on pay, increased workloads, and redundancy threats. We should reward, not punish, people who have gone above and beyond through the pandemic. , was proud to speak alongside , at City & Islington College staff rally today ,",Public Sector Pay,4.853868624,2.9638843,0.14670178,neutral,"Jun 15, 2021",Reposts,0,0,0,0,Male,249273
"A 2% rise in national insurance is an unfair and unjust way to reform social care. Sajid Javid is putting the burden on the same people who have been hardest hit by the pandemic, and Boris Johnson has today broken his manifesto promise not to raise taxes. ,",National Insurance,4.196485707,4.301985414,-0.371402792,negative,"Sep 4, 2021",Reposts,0,0,0,0,Male,6371
"What happened to immunity due to infection, conscientious objectors etc? What an appalling way to speak to care workers who are overworked and exploited by low wages and poor terms and conditions ,",Social Care,3.412320356,5.162382497,-0.760579271,negative,"Oct 2, 2021",Reposts,0,0,0,0,Female,4064
"A Crown Court judge has ordered rogue landlord Mohammed Mehdi Alito pay back £739,263.58 in illicit earnings made from overcrowded properties and 'poor quality housing' in NW London Ali faces 5 years and 9 months in prison if he does not pay in full ,",Poor People,2.843600297,4.397879438,-0.78262511,negative,"Feb 24, 2021",Reposts,0,0,0,0,Unknown,4549
"Today the Tories voted against legislation to stop bad bosses forcing staff to accept worse pay & conditions. For them, workers’ rights will always come a distant last to big companies’ ability to extract maximum profit from workers. We must keep fighting to StopFireAndRehire",Poor Pay,3.451128264,2.901757351,-0.173188916,neutral,"Oct 22, 2021",Reposts,0,0,0,0,Unknown,4406
"State of 1000s of village temples in Tamil Nadu. Scoundrels in Govt have not protected temple structures, icons and properties. Nor do they allow locals to manage the temples. They claim  only claim to pay ₹100 p.m. to the poor Archaka. , , , ,",State Pension,2.307992848,4.87419888,-1.094151099,negative,"Oct 6, 2021",Reposts,0,0,0,0,Unknown,2276
"It’s bizarre that Sir David Amess’ terrorist murder is being linked to social media without evidence. Censorship does not stop bad people thinking or doing bad things. But ending online anonymity would seriously threaten privacy. My latest for , ,",Social Care,1.509826748,5.671699302,-1.670067455,negative,"Oct 19, 2021",Original,105,3,20,82,Male,10737
"Tories love charity, but they don't like the idea of Universal Basic Incomes Tories want the poorest people to live on charity, and they'd love more people to donate to charities  but for some reason, they are concerned about rich people, having a few extra quid to donate UBI",Rich People,5.140732137,2.390351103,0.419181658,positive,"Apr 1, 2021",Original,8,1,3,4,Male,5678
"Parents can receive £500 from the government if the school says their child has to selfisolate. This scheme is offered to parents on a low income, who are unable to work from home and need to take time off work to care for a child who is selfisolating. , ,",Government Support,2.307992848,6.668739675,-1.407626228,negative,"Mar 30, 2021",Original,0,0,0,0,Unknown,788
", , , To the rich working from home, receiving their inflated wages, in their suburban enclaves. Quite happy, agreeing with restrictions, with their huge pensions. Shame on you! The poor stuck in their flats, losing their jobs, and being patronised by the state. Spring is coming.",Poor Pay,2.396274244,3.728513508,-0.788668088,negative,"Dec 30, 2020",Reposts,0,0,0,0,Male,74416
"Home ownership is important to black pple because most of our parents are 1st generation ""immigrants"", they were not as fortunate as we are to have the jobs we have today, the ethnicity pay gap was a joke! Some weren't as aducated to hold prominent positions & those who were ,",Gender Pay Gap,5.035782849,2.212596787,0.475828562,positive,"May 26, 2021",Reposts,0,0,0,0,Unknown,17377
"Tories love charity, but they don't like the idea of Universal Basic Incomes Tories want the poorest people to live on charity, and they'd love more people to donate to charities  but for some reason, they are concerned about rich people, having a few extra quid to donate UBI",Rich People,5.140732137,2.390351103,0.419181658,positive,"Apr 1, 2021",Reposts,0,0,0,0,Unknown,7061
", I haven’t been able to earn a living for for 9 months out of 12 to “protect the NHS” and here you are demanding a 15% pay increase when the people who pay your wages can’t pay for it as the tax revenue has been lost. Talk about tone deaf, loosing all the goodwill in the process.",Cost of Living,6.601708926,1.846394278,0.927520255,positive,"Mar 12, 2021",Reposts,0,0,0,0,Unknown,4003
"On the same day that Sunak says that he will change the Pensions,Triple Lock because it is unfair to Taxpayers he refuses to stop Tax Evaders using Tax Havens to avoid paying millions in Tax which is also unfair to honest Taxpayers. The Sunak Family use Tax Havens to cut Tax.",State Pension,4.100591683,4.397879438,-0.416564793,negative,"Jul 9, 2021",Reposts,0,0,0,0,Unknown,2901
"It’s bizarre that Sir David Amess’ terrorist murder is being linked to social media without evidence. Censorship does not stop bad people thinking or doing bad things. But ending online anonymity would seriously threaten privacy. My latest for , ,",Social Care,1.509826748,5.671699302,-1.670067455,negative,"Oct 20, 2021",Reposts,0,0,0,0,Male,2817
"listening to ,? You just heard from , participant Kim on why it's so hard to afford fresh, good quality food when you're struggling to get by on a lowincome. The root of the problem is income, not food, & the answer certainly isn't putting food prices up",Cost of Living,3.638085188,2.564780721,0.00301092,neutral,"Jul 15, 2021",Reposts,0,0,0,0,Female,2741
"The Chancellor claiming that interventions have protected those on low incomes. An outright lie. Low income workers have been hit hardest  more likely to be forced into work, to not to get good sick pay, to be furloughed on reduced pay, and more likely to die from the virus.",Statutory Sick Pay,1.927698206,3.869009801,-1.043245548,negative,"Mar 3, 2021",Reposts,0,0,0,0,Unknown,1991
"Solidarity with cleaners employed by miserly Mitie Merseyrail  fighting for better pay. Despite massive profits the pay offer is 10pence and 11 pence an hour not even the living wage. New conditions means less days off and lower holiday pay. Support the RMT justice 4 Cleaners ,",Cost of Living,4.112585709,2.79306071,0.040340343,neutral,"Jul 23, 2021",Reposts,0,0,0,0,Female,1958
"We support the LondonBusStrike. Please share your messages of support and solidarity with the RATP bus drivers today. On strike for a fair pay rise (at Sovereign & Quality Line) and to stop the attacks on wages at London United! ,",Poor Pay,5.834025003,2.564780721,0.475260581,positive,"Feb 23, 2021",Reposts,0,0,0,0,Male,1508
", Oh no, quite a lot is happening. We're all being bankrupted to pay for farcical interim safety measures, with the expectation that we'll be billed up to £100K each to fix historic safety defects caused by poor regs and terrible developers. EndOurCladdingScandal",Leaseholding,1.153996424,4.352636026,-1.674124166,negative,"Dec 13, 2020",Replies,0,0,0,0,Male,1102
"Costco and Walmart have the same low prices. So you when you hear ""raising the minimum wage will just result in higher prices or layoffs,"" remember that's not basic business. It's corporations making a choice: pay more or give shareholders billions more ,",Minimum Wage Increase,2.981429773,3.687661312,-0.559163082,negative,"Feb 27, 2021",Reposts,0,0,0,0,Female,496
Let's pretend for a minute Johnson's 'high wage high skill' economy isn't just another vacuous soundbite. If everything including prices rise. How are we as a less productive/more expensive country in Europe going to be able to compete with our cost efficient 🇪🇺 neighbours?!,House Prices,4.797701254,2.523683282,0.295843853,neutral,"Oct 6, 2021",Reposts,0,0,0,0,Male,412
", Oh no, quite a lot is happening. We're all being bankrupted to pay for farcical interim safety measures, with the expectation that we'll be billed up to £100K each to fix historic safety defects caused by poor regs and terrible developers. EndOurCladdingScandal",Leaseholding,1.153996424,4.352636026,-1.674124166,negative,"Dec 13, 2020",Reposts,0,0,0,0,Male,313
"More lies from Johnson about wages going up. Wages are taxed and devalued by inflation. If you get a 5% rise you lose over 20% to tax and National Insurance just increased. If inflation is 4%, it’s actually a WAGE CUT in real terms. He’s just told a raft of lies, as usual.",National Insurance,1.538661899,5.803514702,-1.674124166,negative,"Oct 3, 2021",Original,0,0,0,0,Unknown,28298
A Pan for Jobs? You mean recruiting inappropriately trained people 2B nurses  nurses on the cheap & never mind the risk 2 patients; other low paid jobs with awful working conditions. So sick of Politicians misleading public & mainstream media failing 2 convey the small print,Poor Pay,2.056991314,5.168871138,-1.267983518,negative,"May 30, 2021",Original,4,0,0,4,Female,11414
"Minister’s planned NHS pay rise labelled ‘pitiful’ by unions A 1 per cent pay rise is the worst kind of insult the government could give health workers’ ,",Public Sector Pay,1.788857864,5.162382497,-1.406394436,negative,"Mar 5, 2021",Original,1,0,1,0,Unknown,5285
"For new businesses & start ups, a little tip from me would be DO NOT use paid ads services until you are financially ready and your business growth is substantial. Little £50100 ads here and there will ruin your algorithms on your social platforms that you worked hard to build.",Wage Growth,4.196485707,2.992244175,-0.008349818,neutral,"Apr 2, 2021",Original,1,0,0,1,Unknown,5078
"You must plan and strategize, you must value profit not wages, you must be focused and you must be determined if you want good success.  *""The worst people on earth to serve are the POOR PEOPLE""* environment WednesdayMotivation Wednesdayvibe ,",Leaseholding,5.916219881,1.277755617,1.186019006,positive,"Oct 27, 2021",Original,2,0,1,1,Male,2638
I met one Auxiliary nurse that mocked me that there is no difference between going to school and learning this stuffs in one mushroom hospital! And true true that time Sapa dey battle with soul because of the poor pay I was getting from those hospitals! Special thanks to Covid.,Long Hours,4.196485707,2.944297162,0.007803714,neutral,"Oct 18, 2021",Original,49,9,2,38,Unknown,1418
"Genius by the Govt really. Pay billions out in furlough to look caring then leak news to media of bullshit shortages, panic buying ensues, prices rise, inflation rises, govt recoups everything plus more in taxes VAT and NI. All in the shadows. We fall for it every fucking time",Pay Rises,2.437371683,3.769610947,-0.78262511,negative,"Sep 25, 2021",Original,4,0,0,4,Unknown,940
"The government approach has been constrained by a refusal to accept most of the problems caused by poor  regulation, regulatory oversight, and product testing allowing poor construction practices The report accepts making leaseholders pay an attempt to abdicate responsibility",Leaseholding,2.829621813,4.901994001,-0.896072584,negative,"Nov 24, 2020",Original,44,0,12,32,Unknown,758
I get the wanting to improve the numeracy and literacy of the population. A Tory MP has asked ReesMogg for a debate as he claims 9Million adults have poor skills. ReesMogg says disgraceful. We need to improve this and move people in higher paid work...I suspect many jobs that>>,Poor Pay,3.183324539,2.208222872,0.019164451,neutral,"Dec 17, 2020",Original,2,1,0,1,Unknown,696
"Our pay is terrible, our conditions are poor, our hours are unsociable, and it’s not considered skilled work. I would invite the Secretary of State for Health to spend a week working in a residential care facility and seeing how he hacks it with us.",Poor Pay,1.846394278,3.899359104,-1.094151099,negative,"Oct 22, 2021",Original,0,0,0,0,Male,314
Pretty sure that nobody really wants higher wages. What they want is more purchasing power. The government will happily shout about increasing wages knowing that most people will see their purchasing power decrease as inflation & price rises hit.,Pay Rises,3.097139298,1.493114684,0.383040958,positive,"Oct 4, 2021",Original,1,1,0,0,Unknown,314
"Disgusting lack of duty of care by the Government whose poor building regulations system has led to this problem...they must pay up for the Common Good. , , , , , ,",Leaseholding,2.478469122,3.728513508,-0.754942141,negative,"Apr 12, 2021",Original,1,0,0,1,Female,236
Imagine living in a country where a member of the royal family decides they want to leave and not get paid for nothing out of tax payers hard earned and then the regular poor people decide to hate his missus for it. Utter madness.,Poor People,1.118036165,4.316675767,-1.697485476,negative,"Oct 27, 2021",Original,0,0,0,0,Male,208
We Scottish tories will nevel let our standards and ideals slip. We will always prioritise the rights of the wealthy. Poor and disabled people have had it easy for too long. Let's reduce the minimum wage and increase working week hours. That way more productivity for same money.,Minimum Wage Increase,6.806362504,1.490714887,1.172028452,positive,"Mar 2, 2021",Original,3,0,1,2,Unknown,89
Salaries in achademia are a joke 32K starting salary while having sacrificed 4 years prior on starvation pay. Pay is also significantly lower than the industry counterparts ... doing what you love is good and all but it doesn't help you pay the bills at the end of the month,Poor Pay,4.978246434,3.956895518,-0.116955641,neutral,"Jun 27, 2021",Original,25,2,2,21,Male,45
", The citizens of Red Rock were skeptical that Miss Parker, a stranger in town, was the best choice for new teacher. But that changed when some bad men came a callin'. And she'd be damned if she'd let the child'n pay for that town's sins! 😎",Government Support,1.490714887,7.161202954,-1.915995773,negative,"Nov 6, 2021",Reposts,0,0,0,0,Unknown,286099
